Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status
TRP-00115,RT-016,Karachi to Hyderabad,Pak Urban Transport,SGD-1924,AC,Karachi,Hyderabad,13-03-2025,Weekday,20:20,00:38,231,258,27,29,58,50.0,230,6670,60.4,DRV-0037,Sunny,High,Completed
TRP-00116,RT-025,Hyderabad to Rawalpindi,Capital Bus Service,MUL-3869,Standard,Hyderabad,Rawalpindi,17-11-2025,Weekday,17:40,17:31,1380,1431,51,25,46,54.3,1540,38500,449.7,DRV-0077,Foggy,Moderate,Completed
TRP-00117,RT-036,Faisalabad to Multan,Pak Urban Transport,QTA-3365,AC,Faisalabad,Multan,26-08-2025,Weekday,05:40,10:39,293,299,6,27,53,50.9,300,8100,77.3,DRV-0021,Cloudy,Low,Completed
TRP-00118,RT-006,Lahore to Multan,Pak Urban Transport,PES-1647,Standard,Lahore,Multan,07-02-2025,Weekday,10:45,17:00,359,375,16,34,41,82.9,420,14280,99.4,DRV-0031,Sunny,High,Completed
TRP-00119,RT-054,Rawalpindi to Quetta,Pak Urban Transport,KHI-6269,AC,Rawalpindi,Quetta,25-05-2025,Weekend,16:35,08:48,959,973,14,30,51,58.8,1105,33150,300.6,DRV-0121,Sunny,Low,Completed
TRP-00120,RT-037,Multan to Rawalpindi,Blue Line Transit,SGD-4625,Standard,Multan,Rawalpindi,16-03-2025,Weekend,04:20,15:14,636,654,18,43,48,89.6,700,30100,157.6,DRV-0168,Sunny,Low,Completed
TRP-00121,RT-036,Faisalabad to Multan,National Express PK,QTA-9037,Hybrid,Faisalabad,Multan,24-08-2025,Weekend,09:55,14:41,266,286,20,32,40,80.0,275,8800,46.7,DRV-0020,Sunny,Moderate,Completed
TRP-00122,RT-055,Karachi to Sialkot,Pak Urban Transport,KHI-1149,Standard,Karachi,Sialkot,22-04-2025,Weekday,20:35,19:01,1333,1346,13,18,50,36.0,1390,25020,422.7,DRV-0136,Cloudy,Low,Completed
TRP-00123,RT-056,Hyderabad to Faisalabad,Blue Line Transit,KHI-2753,Mini Bus,Hyderabad,Faisalabad,19-02-2025,Weekday,20:10,13:15,1001,1025,24,18,34,52.9,1165,20970,197.1,DRV-0104,Cloudy,High,Completed
TRP-00124,RT-006,Lahore to Multan,Pak Urban Transport,SGD-2320,Standard,Lahore,Multan,01-12-2025,Weekday,05:05,--:--,385,0,0,0,47,0.0,415,0,0.0,DRV-0044,Cloudy,Low,Cancelled
TRP-00125,RT-026,Sialkot to Lahore,Sindh Rapid Transit,SGD-2562,AC,Sialkot,Lahore,28-09-2025,Weekend,05:15,08:35,176,200,24,36,58,62.1,180,6480,45.3,DRV-0005,Sunny,Low,Delayed
TRP-00126,RT-021,Islamabad to Sialkot,Blue Line Transit,ISB-3661,Hybrid,Islamabad,Sialkot,16-10-2025,Weekday,11:45,16:46,293,301,8,28,47,59.6,320,8960,55.9,DRV-0089,Cloudy,Moderate,Completed
TRP-00127,RT-013,Lahore to Sialkot,Green Line Express,SGD-7499,AC,Lahore,Sialkot,17-06-2025,Weekday,04:50,08:01,173,191,18,37,54,68.5,210,7770,44.5,DRV-0170,Sunny,Moderate,Completed
TRP-00128,RT-038,Karachi to Lahore,Pak Urban Transport,LEA-5390,Mini Bus,Karachi,Lahore,20-03-2025,Weekday,16:55,12:23,1113,1168,55,20,27,74.1,1295,25900,217.0,DRV-0027,Rainy,Moderate,Delayed
TRP-00129,RT-012,Islamabad to Rawalpindi,Blue Line Transit,LEA-6798,Standard,Islamabad,Rawalpindi,11-10-2025,Weekend,06:45,08:05,57,80,23,30,47,63.8,85,2550,4.1,DRV-0044,Sunny,Moderate,Completed
TRP-00130,RT-021,Islamabad to Sialkot,Capital Bus Service,LEA-3739,AC,Islamabad,Sialkot,11-08-2025,Weekday,12:30,18:51,337,381,44,28,42,66.7,305,8540,81.5,DRV-0118,Sunny,High,Completed
TRP-00131,RT-030,Peshawar to Islamabad,Blue Line Transit,MUL-7224,AC,Peshawar,Islamabad,18-06-2025,Weekday,18:25,23:06,245,281,36,30,60,50.0,275,8250,63.6,DRV-0102,Dust Storm,Low,Completed
TRP-00132,RT-053,Quetta to Faisalabad,Pak Urban Transport,ISB-7437,AC,Quetta,Faisalabad,06-07-2025,Weekend,07:45,--:--,904,0,0,0,57,0.0,875,0,0.0,DRV-0119,Sunny,Moderate,Cancelled
TRP-00133,RT-057,Quetta to Rawalpindi,Green Line Express,SGD-7703,Mini Bus,Quetta,Rawalpindi,11-12-2025,Weekday,19:10,11:01,939,951,12,11,28,39.3,1035,11385,187.8,DRV-0154,Sunny,Low,Completed
TRP-00134,RT-026,Sialkot to Lahore,Blue Line Transit,SGD-6890,AC,Sialkot,Lahore,26-12-2025,Weekday,21:45,00:39,157,174,17,16,42,38.1,210,3360,37.4,DRV-0166,Sunny,Moderate,Completed
TRP-00135,RT-047,Multan to Peshawar,Blue Line Transit,LEA-5239,Standard,Multan,Peshawar,24-04-2025,Weekday,20:55,09:34,741,759,18,29,42,69.0,770,22330,210.0,DRV-0039,Sunny,Low,Completed
TRP-00136,RT-016,Karachi to Hyderabad,Capital Bus Service,LEA-2901,AC,Karachi,Hyderabad,14-03-2025,Weekday,15:20,19:43,224,263,39,23,46,50.0,245,5635,56.7,DRV-0030,Cloudy,Moderate,Delayed
TRP-00137,RT-034,Multan to Quetta,Punjab Transit,QTA-4996,Hybrid,Multan,Quetta,22-09-2025,Weekday,09:40,21:18,673,698,25,32,48,66.7,675,21600,110.9,DRV-0111,Dust Storm,Low,Completed
TRP-00138,RT-021,Islamabad to Sialkot,Pak Urban Transport,PES-7370,AC,Islamabad,Sialkot,03-01-2025,Weekday,10:15,16:13,339,358,19,19,42,45.2,310,5890,86.4,DRV-0030,Cloudy,Moderate,Completed
TRP-00139,RT-010,Peshawar to Rawalpindi,Sindh Rapid Transit,MUL-7431,Electric,Peshawar,Rawalpindi,28-10-2025,Weekday,07:25,11:53,230,268,38,35,54,64.8,255,8925,11.4,DRV-0173,Cloudy,High,Completed
TRP-00140,RT-031,Lahore to Faisalabad,Green Line Express,QTA-3316,Standard,Lahore,Faisalabad,19-09-2025,Weekday,16:30,19:40,165,190,25,29,47,61.7,215,6235,37.4,DRV-0126,Sunny,Moderate,Completed
TRP-00141,RT-012,Islamabad to Rawalpindi,National Express PK,SGD-6882,Electric,Islamabad,Rawalpindi,05-01-2025,Weekend,19:10,20:56,53,106,53,31,52,59.6,80,2480,1.0,DRV-0022,Dust Storm,Moderate,Completed
TRP-00142,RT-042,Rawalpindi to Faisalabad,Pak Urban Transport,KHI-8492,AC,Rawalpindi,Faisalabad,17-10-2025,Weekday,19:40,02:32,390,412,22,44,58,75.9,390,17160,103.2,DRV-0011,Sunny,Moderate,Completed
TRP-00143,RT-058,Quetta to Hyderabad,Blue Line Transit,SGD-5055,Standard,Quetta,Hyderabad,02-06-2025,Weekday,05:35,19:39,821,844,23,28,37,75.7,840,23520,220.0,DRV-0151,Sunny,High,Completed
TRP-00144,RT-023,Sialkot to Peshawar,Punjab Transit,SGD-4390,Mini Bus,Sialkot,Peshawar,31-01-2025,Weekday,22:25,07:01,507,516,9,22,34,64.7,535,11770,82.3,DRV-0132,Cloudy,Low,Completed
TRP-00145,RT-059,Islamabad to Lahore,Blue Line Transit,ISB-3078,Hybrid,Islamabad,Lahore,26-12-2025,Weekday,08:15,16:44,452,509,57,30,45,66.7,430,12900,78.3,DRV-0161,Rainy,High,Completed
TRP-00146,RT-011,Rawalpindi to Peshawar,Green Line Express,QTA-5558,AC,Rawalpindi,Peshawar,22-12-2025,Weekday,15:35,19:19,198,224,26,33,50,66.0,225,7425,55.3,DRV-0179,Cloudy,High,Completed
TRP-00147,RT-019,Faisalabad to Lahore,Blue Line Transit,PES-4470,Standard,Faisalabad,Lahore,11-09-2025,Weekday,12:25,15:11,156,166,10,36,45,80.0,200,7200,35.4,DRV-0013,Cloudy,Low,Completed
TRP-00148,RT-009,Faisalabad to Islamabad,National Express PK,SGD-3588,Standard,Faisalabad,Islamabad,14-08-2025,Weekday,18:00,00:02,315,362,47,38,48,79.2,400,15200,80.1,DRV-0071,Sunny,Moderate,Delayed
TRP-00149,RT-004,Quetta to Multan,Sindh Rapid Transit,QTA-3711,Electric,Quetta,Multan,27-01-2025,Weekday,16:50,04:16,650,686,36,18,47,38.3,605,10890,37.1,DRV-0152,Sunny,Low,Delayed
TRP-00150,RT-017,Islamabad to Faisalabad,City Metro Bus,SGD-2975,Mini Bus,Islamabad,Faisalabad,05-08-2025,Weekday,08:35,15:50,386,435,49,17,31,54.8,385,6545,52.8,DRV-0035,Sunny,High,Delayed
TRP-00151,RT-051,Lahore to Islamabad,City Metro Bus,KHI-8210,Electric,Lahore,Islamabad,29-06-2025,Weekend,10:50,17:32,394,402,8,46,53,86.8,460,21160,24.6,DRV-0099,Cloudy,Moderate,Completed
TRP-00152,RT-013,Lahore to Sialkot,Punjab Transit,QTA-2380,Standard,Lahore,Sialkot,08-05-2025,Weekday,21:45,01:14,158,209,51,29,44,65.9,185,5365,37.0,DRV-0049,Rainy,High,Completed
TRP-00153,RT-001,Karachi to Faisalabad,Pak Urban Transport,LEA-4949,AC,Karachi,Faisalabad,13-09-2025,Weekend,06:40,23:53,946,1033,87,37,40,92.5,1090,40330,306.7,DRV-0019,Dust Storm,High,Delayed
TRP-00154,RT-031,Lahore to Faisalabad,Pak Urban Transport,LEA-7520,Standard,Lahore,Faisalabad,17-09-2025,Weekday,13:50,16:59,160,189,29,20,48,41.7,200,4000,37.7,DRV-0022,Sunny,Moderate,Completed
TRP-00155,RT-014,Multan to Faisalabad,Punjab Transit,PES-2083,AC,Multan,Faisalabad,08-06-2025,Weekend,17:55,22:25,256,270,14,34,47,72.3,300,10200,76.1,DRV-0171,Sunny,Low,Completed
TRP-00156,RT-059,Islamabad to Lahore,Punjab Transit,KHI-9133,Mini Bus,Islamabad,Lahore,27-06-2025,Weekday,20:40,03:20,392,400,8,21,29,72.4,495,10395,69.5,DRV-0031,Sunny,Low,Completed
TRP-00157,RT-060,Multan to Karachi,Capital Bus Service,ISB-2262,AC,Multan,Karachi,12-09-2025,Weekday,18:40,10:15,904,935,31,38,55,69.1,980,37240,316.5,DRV-0030,Rainy,Low,Completed
TRP-00158,RT-036,Faisalabad to Multan,City Metro Bus,PES-6963,Standard,Faisalabad,Multan,16-07-2025,Weekday,08:10,12:57,257,287,30,18,36,50.0,285,5130,62.2,DRV-0107,Cloudy,High,Completed
TRP-00159,RT-036,Faisalabad to Multan,Sindh Rapid Transit,QTA-1862,Standard,Faisalabad,Multan,02-04-2025,Weekday,11:40,16:11,254,271,17,18,47,38.3,275,4950,55.8,DRV-0117,Sunny,Moderate,Completed
TRP-00160,RT-033,Multan to Lahore,Capital Bus Service,KHI-8600,Mini Bus,Multan,Lahore,08-07-2025,Weekday,22:35,04:38,340,363,23,10,28,35.7,455,4550,67.9,DRV-0139,Rainy,Moderate,Completed
TRP-00161,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-7164,Standard,Islamabad,Sialkot,07-06-2025,Weekend,07:15,12:54,317,339,22,25,42,59.5,330,8250,68.8,DRV-0134,Sunny,High,Completed
TRP-00162,RT-004,Quetta to Multan,Green Line Express,MUL-3187,Electric,Quetta,Multan,23-11-2025,Weekend,16:05,02:42,609,637,28,38,41,92.7,620,23560,31.6,DRV-0084,Sunny,High,Completed
TRP-00163,RT-030,Peshawar to Islamabad,Pak Urban Transport,SGD-2785,Standard,Peshawar,Islamabad,21-03-2025,Weekday,07:10,11:30,244,260,16,23,45,51.1,250,5750,53.7,DRV-0068,Sunny,Moderate,Completed
TRP-00164,RT-059,Islamabad to Lahore,Capital Bus Service,QTA-1660,Mini Bus,Islamabad,Lahore,21-04-2025,Weekday,14:10,22:40,458,510,52,23,28,82.1,475,10925,71.9,DRV-0116,Dust Storm,Moderate,Delayed
TRP-00165,RT-025,Hyderabad to Rawalpindi,Green Line Express,KHI-2989,Mini Bus,Hyderabad,Rawalpindi,07-01-2025,Weekday,05:15,04:45,1380,1410,30,15,31,48.4,1515,22725,293.1,DRV-0020,Sunny,Moderate,Completed
TRP-00166,RT-031,Lahore to Faisalabad,National Express PK,LEA-6432,Mini Bus,Lahore,Faisalabad,04-03-2025,Weekday,05:35,09:22,192,227,35,15,34,44.1,210,3150,24.3,DRV-0055,Sunny,High,Completed
TRP-00167,RT-050,Faisalabad to Sialkot,Punjab Transit,MUL-5026,Standard,Faisalabad,Sialkot,28-11-2025,Weekday,13:35,18:21,280,286,6,34,50,68.0,290,9860,59.1,DRV-0135,Sunny,Low,Completed
TRP-00168,RT-014,Multan to Faisalabad,Blue Line Transit,ISB-8859,Mini Bus,Multan,Faisalabad,06-10-2025,Weekday,19:25,--:--,259,0,0,0,33,0.0,285,0,0.0,DRV-0153,Sunny,Low,Cancelled
TRP-00169,RT-030,Peshawar to Islamabad,National Express PK,SGD-4813,AC,Peshawar,Islamabad,23-03-2025,Weekend,07:15,11:25,231,250,19,45,48,93.8,255,11475,64.5,DRV-0091,Cloudy,Moderate,Completed
TRP-00170,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-6878,Mini Bus,Islamabad,Sialkot,30-10-2025,Weekday,04:55,10:24,303,329,26,17,34,50.0,295,5015,41.0,DRV-0126,Cloudy,Moderate,Completed
TRP-00171,RT-016,Karachi to Hyderabad,Pak Urban Transport,PES-1011,Standard,Karachi,Hyderabad,19-06-2025,Weekday,10:10,14:36,224,266,42,28,40,70.0,220,6160,42.1,DRV-0037,Foggy,High,Completed
TRP-00172,RT-039,Multan to Hyderabad,Sindh Rapid Transit,QTA-7481,Mini Bus,Multan,Hyderabad,28-10-2025,Weekday,07:25,22:54,871,929,58,12,27,44.4,900,10800,145.2,DRV-0144,Dust Storm,Moderate,Completed
TRP-00173,RT-048,Sialkot to Multan,Punjab Transit,QTA-5825,AC,Sialkot,Multan,07-03-2025,Weekday,09:55,19:45,574,590,16,38,58,65.5,545,20710,136.1,DRV-0157,Sunny,High,Completed
TRP-00174,RT-038,Karachi to Lahore,National Express PK,QTA-2274,Standard,Karachi,Lahore,02-05-2025,Weekday,15:25,13:18,1269,1313,44,18,37,48.6,1335,24030,345.0,DRV-0064,Rainy,High,Completed
TRP-00175,RT-036,Faisalabad to Multan,City Metro Bus,PES-7875,Standard,Faisalabad,Multan,27-03-2025,Weekday,17:35,22:13,260,278,18,31,46,67.4,280,8680,62.1,DRV-0176,Cloudy,Low,Completed
TRP-00176,RT-011,Rawalpindi to Peshawar,City Metro Bus,ISB-5278,Standard,Rawalpindi,Peshawar,23-02-2025,Weekend,06:25,10:29,242,244,2,34,47,72.3,240,8160,50.2,DRV-0124,Sunny,Low,Completed
TRP-00177,RT-015,Islamabad to Peshawar,Blue Line Transit,LEA-6424,Standard,Islamabad,Peshawar,16-04-2025,Weekday,10:30,15:01,229,271,42,18,43,41.9,265,4770,47.2,DRV-0093,Cloudy,Low,Delayed
TRP-00178,RT-031,Lahore to Faisalabad,National Express PK,LEA-4390,Standard,Lahore,Faisalabad,29-03-2025,Weekend,13:05,16:07,170,182,12,30,38,78.9,195,5850,38.5,DRV-0095,Sunny,Moderate,Completed
TRP-00179,RT-061,Multan to Islamabad,Capital Bus Service,ISB-4706,AC,Multan,Islamabad,18-05-2025,Weekend,22:00,10:08,710,728,18,22,43,51.2,685,15070,210.3,DRV-0100,Sunny,Low,Completed
TRP-00180,RT-002,Hyderabad to Peshawar,National Express PK,KHI-8803,AC,Hyderabad,Peshawar,03-06-2025,Weekday,06:30,06:03,1380,1413,33,17,41,41.5,1800,30600,496.7,DRV-0115,Cloudy,High,Completed
TRP-00181,RT-008,Rawalpindi to Islamabad,Pak Urban Transport,PES-2283,Standard,Rawalpindi,Islamabad,16-12-2025,Weekday,17:15,18:17,51,62,11,27,43,62.8,80,2160,4.5,DRV-0142,Sunny,Moderate,Completed
TRP-00182,RT-015,Islamabad to Peshawar,City Metro Bus,MUL-9561,Mini Bus,Islamabad,Peshawar,03-08-2025,Weekend,07:30,12:10,265,280,15,31,34,91.2,240,7440,34.8,DRV-0138,Cloudy,Moderate,Completed
TRP-00183,RT-062,Peshawar to Faisalabad,National Express PK,PES-1613,AC,Peshawar,Faisalabad,30-03-2025,Weekend,12:30,21:36,530,546,16,29,59,49.2,565,16385,147.0,DRV-0069,Cloudy,Moderate,Completed
TRP-00184,RT-060,Multan to Karachi,Capital Bus Service,SGD-9054,AC,Multan,Karachi,23-12-2025,Weekday,07:15,23:59,951,1004,53,24,54,44.4,995,23880,305.5,DRV-0055,Rainy,Moderate,Completed
TRP-00185,RT-063,Quetta to Peshawar,Sindh Rapid Transit,MUL-3604,Mini Bus,Quetta,Peshawar,03-02-2025,Weekday,13:55,08:42,1100,1127,27,21,27,77.8,1245,26145,210.8,DRV-0064,Rainy,Moderate,Completed
TRP-00186,RT-005,Hyderabad to Karachi,Pak Urban Transport,SGD-8605,Standard,Hyderabad,Karachi,16-09-2025,Weekday,16:50,20:30,193,220,27,22,35,62.9,255,5610,46.0,DRV-0089,Sunny,Moderate,Completed
TRP-00187,RT-015,Islamabad to Peshawar,Green Line Express,PES-1813,Standard,Islamabad,Peshawar,25-03-2025,Weekday,22:15,01:55,220,220,0,33,42,78.6,280,9240,58.3,DRV-0175,Cloudy,Low,Completed
TRP-00188,RT-008,Rawalpindi to Islamabad,City Metro Bus,MUL-6004,Standard,Rawalpindi,Islamabad,31-12-2025,Weekday,12:30,13:45,59,75,16,35,46,76.1,80,2800,3.9,DRV-0102,Sunny,Low,Completed
TRP-00189,RT-005,Hyderabad to Karachi,Sindh Rapid Transit,MUL-5631,AC,Hyderabad,Karachi,02-06-2025,Weekday,07:35,12:16,242,281,39,21,48,43.8,225,4725,47.8,DRV-0133,Cloudy,High,Completed
TRP-00190,RT-052,Peshawar to Karachi,Punjab Transit,QTA-9148,Mini Bus,Peshawar,Karachi,01-06-2025,Weekend,12:30,11:57,1380,1407,27,21,25,84.0,1615,33915,304.5,DRV-0122,Cloudy,High,Completed
TRP-00191,RT-039,Multan to Hyderabad,Punjab Transit,MUL-3967,Mini Bus,Multan,Hyderabad,31-05-2025,Weekend,07:35,23:27,908,952,44,16,29,55.2,795,12720,132.3,DRV-0079,Rainy,Moderate,Completed
TRP-00192,RT-004,Quetta to Multan,Capital Bus Service,LEA-8709,AC,Quetta,Multan,28-01-2025,Weekday,22:45,08:47,566,602,36,23,42,54.8,690,15870,162.3,DRV-0039,Sunny,Low,Delayed
TRP-00193,RT-033,Multan to Lahore,National Express PK,SGD-3954,Standard,Multan,Lahore,11-02-2025,Weekday,19:25,01:38,367,373,6,29,40,72.5,445,12905,92.4,DRV-0044,Sunny,Low,Completed
TRP-00194,RT-064,Quetta to Islamabad,Green Line Express,PES-8035,Standard,Quetta,Islamabad,26-07-2025,Weekend,17:35,10:36,1000,1021,21,21,36,58.3,1050,22050,300.8,DRV-0161,Cloudy,Moderate,Completed
TRP-00195,RT-065,Rawalpindi to Multan,Green Line Express,MUL-6015,AC,Rawalpindi,Multan,27-03-2025,Weekday,06:00,17:32,674,692,18,26,49,53.1,690,17940,207.8,DRV-0126,Sunny,Moderate,Completed
TRP-00196,RT-033,Multan to Lahore,Blue Line Transit,KHI-3149,Standard,Multan,Lahore,19-04-2025,Weekend,04:45,11:56,377,431,54,27,38,71.1,440,11880,104.8,DRV-0028,Sunny,High,Delayed
TRP-00197,RT-066,Sialkot to Karachi,Blue Line Transit,LEA-9966,AC,Sialkot,Karachi,10-05-2025,Weekend,19:55,19:37,1380,1422,42,45,60,75.0,1410,63450,401.9,DRV-0131,Sunny,Moderate,Delayed
TRP-00198,RT-031,Lahore to Faisalabad,Green Line Express,MUL-4272,AC,Lahore,Faisalabad,15-05-2025,Weekday,20:15,23:17,176,182,6,37,53,69.8,210,7770,45.8,DRV-0124,Sunny,Low,Completed
TRP-00199,RT-016,Karachi to Hyderabad,Green Line Express,SGD-9095,Hybrid,Karachi,Hyderabad,18-03-2025,Weekday,06:40,11:33,242,293,51,14,38,36.8,255,3570,33.1,DRV-0045,Foggy,High,Completed
TRP-00200,RT-014,Multan to Faisalabad,Sindh Rapid Transit,LEA-2556,AC,Multan,Faisalabad,24-01-2025,Weekday,04:10,09:05,275,295,20,24,45,53.3,290,6960,77.0,DRV-0088,Sunny,High,Completed
TRP-00201,RT-013,Lahore to Sialkot,National Express PK,PES-8835,Standard,Lahore,Sialkot,04-08-2025,Weekday,09:05,13:35,180,270,90,16,36,44.4,190,3040,39.6,DRV-0098,Dust Storm,High,Delayed
TRP-00202,RT-055,Karachi to Sialkot,Punjab Transit,PES-2850,AC,Karachi,Sialkot,30-07-2025,Weekday,18:00,17:46,1380,1426,46,28,60,46.7,1545,43260,428.7,DRV-0172,Sunny,High,Completed
TRP-00203,RT-067,Sialkot to Hyderabad,Green Line Express,QTA-5072,AC,Sialkot,Hyderabad,04-09-2025,Weekday,15:50,12:42,1222,1252,30,19,52,36.5,1490,28310,452.9,DRV-0041,Sunny,High,Completed
TRP-00204,RT-010,Peshawar to Rawalpindi,Punjab Transit,PES-6253,Standard,Peshawar,Rawalpindi,04-05-2025,Weekend,14:20,18:33,251,253,2,31,42,73.8,230,7130,53.6,DRV-0115,Cloudy,Low,Completed
TRP-00205,RT-011,Rawalpindi to Peshawar,Green Line Express,QTA-1291,Hybrid,Rawalpindi,Peshawar,22-02-2025,Weekend,16:30,21:32,252,302,50,27,35,77.1,245,6615,37.6,DRV-0117,Rainy,Moderate,Completed
TRP-00206,RT-068,Karachi to Multan,National Express PK,SGD-8751,AC,Karachi,Multan,03-12-2025,Weekday,15:55,07:43,886,948,62,27,43,62.8,980,26460,323.7,DRV-0096,Rainy,Moderate,Completed
TRP-00207,RT-069,Karachi to Islamabad,Blue Line Transit,MUL-4209,Standard,Karachi,Islamabad,07-04-2025,Weekday,07:30,06:50,1380,1400,20,32,41,78.0,1520,48640,356.4,DRV-0151,Cloudy,Low,Completed
TRP-00208,RT-011,Rawalpindi to Peshawar,Punjab Transit,LEA-9689,Hybrid,Rawalpindi,Peshawar,25-01-2025,Weekend,21:30,01:31,203,241,38,28,50,56.0,260,7280,31.4,DRV-0156,Foggy,Moderate,Completed
TRP-00209,RT-002,Hyderabad to Peshawar,Pak Urban Transport,ISB-5819,Standard,Hyderabad,Peshawar,20-08-2025,Weekday,08:10,08:03,1380,1433,53,20,44,45.5,1750,35000,525.5,DRV-0160,Rainy,Moderate,Completed
TRP-00210,RT-070,Islamabad to Multan,Punjab Transit,QTA-6281,AC,Islamabad,Multan,30-12-2025,Weekday,07:25,18:35,646,670,24,46,58,79.3,735,33810,197.0,DRV-0109,Cloudy,Moderate,Completed
TRP-00211,RT-071,Hyderabad to Lahore,Punjab Transit,LEA-4275,Standard,Hyderabad,Lahore,17-05-2025,Weekend,09:20,04:37,1108,1157,49,32,39,82.1,1335,42720,334.4,DRV-0173,Rainy,High,Completed
TRP-00212,RT-072,Rawalpindi to Hyderabad,Capital Bus Service,LEA-7251,Mini Bus,Rawalpindi,Hyderabad,18-07-2025,Weekday,17:50,17:10,1380,1400,20,27,33,81.8,1515,40905,252.8,DRV-0166,Sunny,Moderate,Completed
TRP-00213,RT-007,Lahore to Karachi,Pak Urban Transport,KHI-5819,Mini Bus,Lahore,Karachi,18-08-2025,Weekday,09:50,08:25,1297,1355,58,11,27,40.7,1375,15125,237.0,DRV-0150,Rainy,Low,Delayed
TRP-00214,RT-068,Karachi to Multan,Punjab Transit,ISB-1833,Standard,Karachi,Multan,17-11-2025,Weekday,13:35,03:53,827,858,31,18,46,39.1,1060,19080,276.5,DRV-0130,Sunny,High,Completed
TRP-00215,RT-014,Multan to Faisalabad,Green Line Express,KHI-6437,AC,Multan,Faisalabad,19-06-2025,Weekday,15:20,20:59,309,339,30,24,59,40.7,275,6600,72.1,DRV-0089,Cloudy,High,Completed
TRP-00216,RT-009,Faisalabad to Islamabad,Pak Urban Transport,QTA-6258,Hybrid,Faisalabad,Islamabad,15-07-2025,Weekday,07:30,14:07,370,397,27,25,44,56.8,370,9250,65.4,DRV-0012,Sunny,Moderate,Completed
TRP-00217,RT-017,Islamabad to Faisalabad,Green Line Express,KHI-9814,Hybrid,Islamabad,Faisalabad,01-10-2025,Weekday,04:50,12:32,387,462,75,30,41,73.2,390,11700,70.7,DRV-0040,Foggy,Moderate,Delayed
TRP-00218,RT-022,Sialkot to Islamabad,Green Line Express,KHI-5127,Standard,Sialkot,Islamabad,13-10-2025,Weekday,06:45,11:52,294,307,13,23,43,53.5,315,7245,63.7,DRV-0031,Sunny,Moderate,Completed
TRP-00219,RT-009,Faisalabad to Islamabad,Green Line Express,MUL-1745,Mini Bus,Faisalabad,Islamabad,25-12-2025,Weekday,06:25,12:03,319,338,19,14,26,53.8,375,5250,61.8,DRV-0170,Sunny,Moderate,Completed
TRP-00220,RT-008,Rawalpindi to Islamabad,Punjab Transit,SGD-9941,Mini Bus,Rawalpindi,Islamabad,01-06-2025,Weekend,08:20,09:57,58,97,39,15,25,60.0,80,1200,2.5,DRV-0022,Cloudy,Moderate,Delayed
TRP-00221,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-9397,Standard,Islamabad,Sialkot,14-03-2025,Weekday,09:10,14:55,344,345,1,33,43,76.7,300,9900,73.8,DRV-0141,Sunny,Low,Completed
TRP-00222,RT-036,Faisalabad to Multan,Green Line Express,KHI-8982,Standard,Faisalabad,Multan,19-06-2025,Weekday,15:10,20:04,274,294,20,24,42,57.1,275,6600,68.1,DRV-0158,Sunny,Moderate,Completed
TRP-00223,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,PES-3762,Mini Bus,Islamabad,Sialkot,03-01-2025,Weekday,14:15,20:16,297,361,64,20,35,57.1,335,6700,40.6,DRV-0079,Sunny,High,Delayed
TRP-00224,RT-031,Lahore to Faisalabad,Green Line Express,SGD-3293,Mini Bus,Lahore,Faisalabad,03-10-2025,Weekday,10:20,--:--,159,0,0,0,35,0.0,190,0,0.0,DRV-0130,Sunny,Low,Cancelled
TRP-00225,RT-073,Peshawar to Sialkot,Pak Urban Transport,MUL-5269,Hybrid,Peshawar,Sialkot,06-10-2025,Weekday,21:35,05:58,494,503,9,16,39,41.0,590,9440,91.4,DRV-0129,Sunny,Low,Completed
TRP-00226,RT-013,Lahore to Sialkot,City Metro Bus,SGD-3717,Electric,Lahore,Sialkot,21-09-2025,Weekend,08:35,12:20,178,225,47,34,58,58.6,190,6460,8.3,DRV-0017,Foggy,High,Completed
TRP-00227,RT-033,Multan to Lahore,Pak Urban Transport,SGD-6918,AC,Multan,Lahore,18-07-2025,Weekday,19:35,02:21,348,406,58,31,41,75.6,450,13950,124.7,DRV-0068,Dust Storm,Moderate,Completed
TRP-00228,RT-022,Sialkot to Islamabad,Blue Line Transit,QTA-2275,AC,Sialkot,Islamabad,22-09-2025,Weekday,12:30,17:29,284,299,15,35,47,74.5,335,11725,77.9,DRV-0155,Cloudy,Low,Completed
TRP-00229,RT-012,Islamabad to Rawalpindi,Pak Urban Transport,QTA-5600,Standard,Islamabad,Rawalpindi,19-04-2025,Weekend,08:10,09:35,52,85,33,35,46,76.1,80,2800,4.6,DRV-0123,Cloudy,High,Completed
