Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status,Departure_Hour,Arrival_Hour,Year,Month,Month_Number,Day,Weekday,Revenue_Category,Delay_Category,Occupancy_Category
TRP-00091,RT-026,Sialkot to Lahore,Green Line Express,ISB-2215,Standard,Sialkot,Lahore,2025-08-19,Weekday,18:50,22:25,162,215,53,22,39,56.41,190,4180,39.7,DRV-0015,Foggy,High,Completed,18,22.0,2025,August,8,19,Tuesday,Low,High,Medium
TRP-00092,RT-046,Hyderabad to Islamabad,Punjab Transit,QTA-4694,AC,Hyderabad,Islamabad,2025-06-27,Weekday,20:20,18:48,1309,1348,39,32,48,66.67,1490,47680,454.0,DRV-0024,Sunny,High,Completed,20,18.0,2025,June,6,27,Friday,High,High,High
TRP-00093,RT-008,Rawalpindi to Islamabad,Punjab Transit,MUL-6531,Standard,Rawalpindi,Islamabad,2025-10-16,Weekday,05:00,06:41,49,101,52,20,36,55.56,80,1600,4.8,DRV-0164,Foggy,Moderate,Completed,5,6.0,2025,October,10,16,Thursday,Low,High,Medium
TRP-00094,RT-009,Faisalabad to Islamabad,Capital Bus Service,SGD-7653,AC,Faisalabad,Islamabad,2025-06-02,Weekday,18:05,00:04,335,359,24,23,45,51.11,420,9660,97.2,DRV-0082,Sunny,Moderate,Completed,18,0.0,2025,June,6,2,Monday,Low,Moderate,Medium
TRP-00095,RT-047,Multan to Peshawar,Sindh Rapid Transit,LEA-6228,AC,Multan,Peshawar,2025-05-04,Weekend,18:05,07:29,785,804,19,35,47,74.47,790,27650,236.8,DRV-0041,Sunny,Low,Completed,18,7.0,2025,May,5,4,Sunday,High,Moderate,High
TRP-00096,RT-048,Sialkot to Multan,Punjab Transit,MUL-8648,AC,Sialkot,Multan,2025-09-13,Weekend,13:35,23:28,571,593,22,26,52,50.0,555,14430,152.0,DRV-0168,Cloudy,High,Completed,13,23.0,2025,September,9,13,Saturday,Medium,Moderate,Medium
TRP-00097,RT-049,Faisalabad to Hyderabad,Green Line Express,ISB-6992,AC,Faisalabad,Hyderabad,2025-07-26,Weekend,15:00,07:18,966,978,12,44,58,75.86,1040,45760,286.6,DRV-0072,Cloudy,Low,Completed,15,7.0,2025,July,7,26,Saturday,High,Minor,High
TRP-00098,RT-026,Sialkot to Lahore,Green Line Express,SGD-6555,AC,Sialkot,Lahore,2025-10-13,Weekday,15:10,18:46,176,216,40,34,56,60.71,210,7140,45.0,DRV-0039,Sunny,Low,Delayed,15,18.0,2025,October,10,13,Monday,Low,High,High
TRP-00099,RT-046,Hyderabad to Islamabad,Sindh Rapid Transit,MUL-5902,Standard,Hyderabad,Islamabad,2025-10-31,Weekday,14:40,12:44,1313,1324,11,26,50,52.0,1615,41990,397.1,DRV-0029,Cloudy,Low,Completed,14,12.0,2025,October,10,31,Friday,High,Minor,Medium
TRP-00100,RT-050,Faisalabad to Sialkot,City Metro Bus,ISB-4728,Electric,Faisalabad,Sialkot,2025-01-27,Weekday,22:35,04:04,299,329,30,49,60,81.67,280,13720,13.6,DRV-0029,Rainy,Moderate,Completed,22,4.0,2025,January,1,27,Monday,Medium,Moderate,Full
TRP-00101,RT-011,Rawalpindi to Peshawar,Punjab Transit,KHI-7723,AC,Rawalpindi,Peshawar,2025-09-14,Weekend,19:55,23:50,209,235,26,32,44,72.73,260,8320,61.0,DRV-0118,Cloudy,Moderate,Completed,19,23.0,2025,September,9,14,Sunday,Low,Moderate,High
TRP-00102,RT-039,Multan to Hyderabad,Capital Bus Service,KHI-5038,Electric,Multan,Hyderabad,2025-05-23,Weekday,21:20,12:52,887,932,45,26,49,53.06,890,23140,47.7,DRV-0071,Rainy,Moderate,Completed,21,12.0,2025,May,5,23,Friday,Medium,High,Medium
TRP-00103,RT-007,Lahore to Karachi,Blue Line Transit,PES-6654,Hybrid,Lahore,Karachi,2025-03-16,Weekend,13:00,09:56,1235,1256,21,22,37,59.46,1250,27500,227.6,DRV-0144,Sunny,Moderate,Completed,13,9.0,2025,March,3,16,Sunday,High,Moderate,Medium
TRP-00104,RT-051,Lahore to Islamabad,Pak Urban Transport,QTA-9700,Standard,Lahore,Islamabad,2025-04-26,Weekend,11:00,18:37,457,457,0,44,45,97.78,490,21560,110.4,DRV-0041,Cloudy,Low,Completed,11,18.0,2025,April,4,26,Saturday,Medium,On Time,Full
TRP-00105,RT-011,Rawalpindi to Peshawar,Pak Urban Transport,ISB-6262,Mini Bus,Rawalpindi,Peshawar,2025-05-27,Weekday,05:05,08:52,213,227,14,22,28,78.57,225,4950,28.3,DRV-0046,Cloudy,Moderate,Completed,5,8.0,2025,May,5,27,Tuesday,Low,Minor,High
TRP-00106,RT-052,Peshawar to Karachi,Punjab Transit,SGD-5742,Hybrid,Peshawar,Karachi,2025-01-20,Weekday,04:20,04:18,1380,1438,58,23,38,60.53,1770,40710,284.8,DRV-0035,Foggy,Moderate,Completed,4,4.0,2025,January,1,20,Monday,High,High,High
TRP-00107,RT-053,Quetta to Faisalabad,Green Line Express,QTA-8518,AC,Quetta,Faisalabad,2025-11-28,Weekday,12:55,04:45,907,950,43,38,50,76.0,815,30970,252.2,DRV-0132,Rainy,Moderate,Completed,12,4.0,2025,November,11,28,Friday,High,High,High
TRP-00108,RT-026,Sialkot to Lahore,Punjab Transit,PES-6301,Hybrid,Sialkot,Lahore,2025-05-08,Weekday,04:20,07:54,168,214,46,33,49,67.35,200,6600,26.6,DRV-0178,Rainy,High,Completed,4,7.0,2025,May,5,8,Thursday,Low,High,High
TRP-00109,RT-017,Islamabad to Faisalabad,Capital Bus Service,QTA-9233,Standard,Islamabad,Faisalabad,2025-12-27,Weekend,13:55,20:32,382,397,15,26,44,59.09,380,9880,95.1,DRV-0156,Sunny,Low,Completed,13,20.0,2025,December,12,27,Saturday,Low,Minor,Medium
TRP-00110,RT-021,Islamabad to Sialkot,National Express PK,SGD-4578,Mini Bus,Islamabad,Sialkot,2025-05-07,Weekday,06:40,12:53,324,373,49,19,30,63.33,310,5890,43.3,DRV-0039,Sunny,Moderate,Delayed,6,12.0,2025,May,5,7,Wednesday,Low,High,High
TRP-00111,RT-036,Faisalabad to Multan,Pak Urban Transport,PES-2489,Mini Bus,Faisalabad,Multan,2025-09-19,Weekday,18:00,23:02,290,302,12,18,33,54.55,305,5490,42.1,DRV-0001,Sunny,Moderate,Completed,18,23.0,2025,September,9,19,Friday,Low,Minor,Medium
TRP-00112,RT-026,Sialkot to Lahore,Sindh Rapid Transit,MUL-1987,Mini Bus,Sialkot,Lahore,2025-02-05,Weekday,19:00,22:56,172,236,64,23,27,85.19,205,4715,23.9,DRV-0098,Rainy,High,Completed,19,22.0,2025,February,2,5,Wednesday,Low,Critical,Full
TRP-00113,RT-013,Lahore to Sialkot,Punjab Transit,ISB-2943,Electric,Lahore,Sialkot,2025-04-02,Weekday,21:30,01:23,161,233,72,26,47,55.32,200,5200,6.9,DRV-0098,Rainy,High,Completed,21,1.0,2025,April,4,2,Wednesday,Low,Critical,Medium
TRP-00114,RT-054,Rawalpindi to Quetta,Capital Bus Service,QTA-2848,Standard,Rawalpindi,Quetta,2025-01-17,Weekday,17:45,09:13,914,928,14,23,35,65.71,1080,24840,267.9,DRV-0013,Sunny,Low,Completed,17,9.0,2025,January,1,17,Friday,Medium,Minor,High
TRP-00115,RT-016,Karachi to Hyderabad,Pak Urban Transport,SGD-1924,AC,Karachi,Hyderabad,2025-03-13,Weekday,20:20,00:38,231,258,27,29,58,50.0,230,6670,60.4,DRV-0037,Sunny,High,Completed,20,0.0,2025,March,3,13,Thursday,Low,Moderate,Medium
TRP-00116,RT-025,Hyderabad to Rawalpindi,Capital Bus Service,MUL-3869,Standard,Hyderabad,Rawalpindi,2025-11-17,Weekday,17:40,17:31,1380,1431,51,25,46,54.35,1540,38500,449.7,DRV-0077,Foggy,Moderate,Completed,17,17.0,2025,November,11,17,Monday,High,High,Medium
TRP-00117,RT-036,Faisalabad to Multan,Pak Urban Transport,QTA-3365,AC,Faisalabad,Multan,2025-08-26,Weekday,05:40,10:39,293,299,6,27,53,50.94,300,8100,77.3,DRV-0021,Cloudy,Low,Completed,5,10.0,2025,August,8,26,Tuesday,Low,Minor,Medium
TRP-00118,RT-006,Lahore to Multan,Pak Urban Transport,PES-1647,Standard,Lahore,Multan,2025-02-07,Weekday,10:45,17:00,359,375,16,34,41,82.93,420,14280,99.4,DRV-0031,Sunny,High,Completed,10,17.0,2025,February,2,7,Friday,Medium,Moderate,Full
TRP-00119,RT-054,Rawalpindi to Quetta,Pak Urban Transport,KHI-6269,AC,Rawalpindi,Quetta,2025-05-25,Weekend,16:35,08:48,959,973,14,30,51,58.82,1105,33150,300.6,DRV-0121,Sunny,Low,Completed,16,8.0,2025,May,5,25,Sunday,High,Minor,Medium
TRP-00120,RT-037,Multan to Rawalpindi,Blue Line Transit,SGD-4625,Standard,Multan,Rawalpindi,2025-03-16,Weekend,04:20,15:14,636,654,18,43,48,89.58,700,30100,157.6,DRV-0168,Sunny,Low,Completed,4,15.0,2025,March,3,16,Sunday,High,Moderate,Full
TRP-00121,RT-036,Faisalabad to Multan,National Express PK,QTA-9037,Hybrid,Faisalabad,Multan,2025-08-24,Weekend,09:55,14:41,266,286,20,32,40,80.0,275,8800,46.7,DRV-0020,Sunny,Moderate,Completed,9,14.0,2025,August,8,24,Sunday,Low,Moderate,High
TRP-00122,RT-055,Karachi to Sialkot,Pak Urban Transport,KHI-1149,Standard,Karachi,Sialkot,2025-04-22,Weekday,20:35,19:01,1333,1346,13,18,50,36.0,1390,25020,422.7,DRV-0136,Cloudy,Low,Completed,20,19.0,2025,April,4,22,Tuesday,High,Minor,Low
TRP-00123,RT-056,Hyderabad to Faisalabad,Blue Line Transit,KHI-2753,Mini Bus,Hyderabad,Faisalabad,2025-02-19,Weekday,20:10,13:15,1001,1025,24,18,34,52.94,1165,20970,197.1,DRV-0104,Cloudy,High,Completed,20,13.0,2025,February,2,19,Wednesday,Medium,Moderate,Medium
TRP-00124,RT-006,Lahore to Multan,Pak Urban Transport,SGD-2320,Standard,Lahore,Multan,2025-12-01,Weekday,05:05,,385,0,0,0,47,0.0,415,0,0.0,DRV-0044,Cloudy,Low,Cancelled,5,,2025,December,12,1,Monday,,On Time,
TRP-00125,RT-026,Sialkot to Lahore,Sindh Rapid Transit,SGD-2562,AC,Sialkot,Lahore,2025-09-28,Weekend,05:15,08:35,176,200,24,36,58,62.07,180,6480,45.3,DRV-0005,Sunny,Low,Delayed,5,8.0,2025,September,9,28,Sunday,Low,Moderate,High
TRP-00126,RT-021,Islamabad to Sialkot,Blue Line Transit,ISB-3661,Hybrid,Islamabad,Sialkot,2025-10-16,Weekday,11:45,16:46,293,301,8,28,47,59.57,320,8960,55.9,DRV-0089,Cloudy,Moderate,Completed,11,16.0,2025,October,10,16,Thursday,Low,Minor,Medium
TRP-00127,RT-013,Lahore to Sialkot,Green Line Express,SGD-7499,AC,Lahore,Sialkot,2025-06-17,Weekday,04:50,08:01,173,191,18,37,54,68.52,210,7770,44.5,DRV-0170,Sunny,Moderate,Completed,4,8.0,2025,June,6,17,Tuesday,Low,Moderate,High
TRP-00128,RT-038,Karachi to Lahore,Pak Urban Transport,LEA-5390,Mini Bus,Karachi,Lahore,2025-03-20,Weekday,16:55,12:23,1113,1168,55,20,27,74.07,1295,25900,217.0,DRV-0027,Rainy,Moderate,Delayed,16,12.0,2025,March,3,20,Thursday,High,High,High
TRP-00129,RT-012,Islamabad to Rawalpindi,Blue Line Transit,LEA-6798,Standard,Islamabad,Rawalpindi,2025-10-11,Weekend,06:45,08:05,57,80,23,30,47,63.83,85,2550,4.1,DRV-0044,Sunny,Moderate,Completed,6,8.0,2025,October,10,11,Saturday,Low,Moderate,High
TRP-00130,RT-021,Islamabad to Sialkot,Capital Bus Service,LEA-3739,AC,Islamabad,Sialkot,2025-08-11,Weekday,12:30,18:51,337,381,44,28,42,66.67,305,8540,81.5,DRV-0118,Sunny,High,Completed,12,18.0,2025,August,8,11,Monday,Low,High,High
TRP-00131,RT-030,Peshawar to Islamabad,Blue Line Transit,MUL-7224,AC,Peshawar,Islamabad,2025-06-18,Weekday,18:25,23:06,245,281,36,30,60,50.0,275,8250,63.6,DRV-0102,Dust Storm,Low,Completed,18,23.0,2025,June,6,18,Wednesday,Low,High,Medium
TRP-00132,RT-053,Quetta to Faisalabad,Pak Urban Transport,ISB-7437,AC,Quetta,Faisalabad,2025-07-06,Weekend,07:45,,904,0,0,0,57,0.0,875,0,0.0,DRV-0119,Sunny,Moderate,Cancelled,7,,2025,July,7,6,Sunday,,On Time,
TRP-00133,RT-057,Quetta to Rawalpindi,Green Line Express,SGD-7703,Mini Bus,Quetta,Rawalpindi,2025-12-11,Weekday,19:10,11:01,939,951,12,11,28,39.29,1035,11385,187.8,DRV-0154,Sunny,Low,Completed,19,11.0,2025,December,12,11,Thursday,Medium,Minor,Low
TRP-00134,RT-026,Sialkot to Lahore,Blue Line Transit,SGD-6890,AC,Sialkot,Lahore,2025-12-26,Weekday,21:45,00:39,157,174,17,16,42,38.1,210,3360,37.4,DRV-0166,Sunny,Moderate,Completed,21,0.0,2025,December,12,26,Friday,Low,Moderate,Low
TRP-00135,RT-047,Multan to Peshawar,Blue Line Transit,LEA-5239,Standard,Multan,Peshawar,2025-04-24,Weekday,20:55,09:34,741,759,18,29,42,69.05,770,22330,210.0,DRV-0039,Sunny,Low,Completed,20,9.0,2025,April,4,24,Thursday,Medium,Moderate,High
TRP-00136,RT-016,Karachi to Hyderabad,Capital Bus Service,LEA-2901,AC,Karachi,Hyderabad,2025-03-14,Weekday,15:20,19:43,224,263,39,23,46,50.0,245,5635,56.7,DRV-0030,Cloudy,Moderate,Delayed,15,19.0,2025,March,3,14,Friday,Low,High,Medium
TRP-00137,RT-034,Multan to Quetta,Punjab Transit,QTA-4996,Hybrid,Multan,Quetta,2025-09-22,Weekday,09:40,21:18,673,698,25,32,48,66.67,675,21600,110.9,DRV-0111,Dust Storm,Low,Completed,9,21.0,2025,September,9,22,Monday,Medium,Moderate,High
TRP-00138,RT-021,Islamabad to Sialkot,Pak Urban Transport,PES-7370,AC,Islamabad,Sialkot,2025-01-03,Weekday,10:15,16:13,339,358,19,19,42,45.24,310,5890,86.4,DRV-0030,Cloudy,Moderate,Completed,10,16.0,2025,January,1,3,Friday,Low,Moderate,Medium
TRP-00139,RT-010,Peshawar to Rawalpindi,Sindh Rapid Transit,MUL-7431,Electric,Peshawar,Rawalpindi,2025-10-28,Weekday,07:25,11:53,230,268,38,35,54,64.81,255,8925,11.4,DRV-0173,Cloudy,High,Completed,7,11.0,2025,October,10,28,Tuesday,Low,High,High
TRP-00140,RT-031,Lahore to Faisalabad,Green Line Express,QTA-3316,Standard,Lahore,Faisalabad,2025-09-19,Weekday,16:30,19:40,165,190,25,29,47,61.7,215,6235,37.4,DRV-0126,Sunny,Moderate,Completed,16,19.0,2025,September,9,19,Friday,Low,Moderate,High
TRP-00141,RT-012,Islamabad to Rawalpindi,National Express PK,SGD-6882,Electric,Islamabad,Rawalpindi,2025-01-05,Weekend,19:10,20:56,53,106,53,31,52,59.62,80,2480,1.0,DRV-0022,Dust Storm,Moderate,Completed,19,20.0,2025,January,1,5,Sunday,Low,High,Medium
TRP-00142,RT-042,Rawalpindi to Faisalabad,Pak Urban Transport,KHI-8492,AC,Rawalpindi,Faisalabad,2025-10-17,Weekday,19:40,02:32,390,412,22,44,58,75.86,390,17160,103.2,DRV-0011,Sunny,Moderate,Completed,19,2.0,2025,October,10,17,Friday,Medium,Moderate,High
TRP-00143,RT-058,Quetta to Hyderabad,Blue Line Transit,SGD-5055,Standard,Quetta,Hyderabad,2025-06-02,Weekday,05:35,19:39,821,844,23,28,37,75.68,840,23520,220.0,DRV-0151,Sunny,High,Completed,5,19.0,2025,June,6,2,Monday,Medium,Moderate,High
TRP-00144,RT-023,Sialkot to Peshawar,Punjab Transit,SGD-4390,Mini Bus,Sialkot,Peshawar,2025-01-31,Weekday,22:25,07:01,507,516,9,22,34,64.71,535,11770,82.3,DRV-0132,Cloudy,Low,Completed,22,7.0,2025,January,1,31,Friday,Medium,Minor,High
TRP-00145,RT-059,Islamabad to Lahore,Blue Line Transit,ISB-3078,Hybrid,Islamabad,Lahore,2025-12-26,Weekday,08:15,16:44,452,509,57,30,45,66.67,430,12900,78.3,DRV-0161,Rainy,High,Completed,8,16.0,2025,December,12,26,Friday,Medium,High,High
TRP-00146,RT-011,Rawalpindi to Peshawar,Green Line Express,QTA-5558,AC,Rawalpindi,Peshawar,2025-12-22,Weekday,15:35,19:19,198,224,26,33,50,66.0,225,7425,55.3,DRV-0179,Cloudy,High,Completed,15,19.0,2025,December,12,22,Monday,Low,Moderate,High
TRP-00147,RT-019,Faisalabad to Lahore,Blue Line Transit,PES-4470,Standard,Faisalabad,Lahore,2025-09-11,Weekday,12:25,15:11,156,166,10,36,45,80.0,200,7200,35.4,DRV-0013,Cloudy,Low,Completed,12,15.0,2025,September,9,11,Thursday,Low,Minor,High
TRP-00148,RT-009,Faisalabad to Islamabad,National Express PK,SGD-3588,Standard,Faisalabad,Islamabad,2025-08-14,Weekday,18:00,00:02,315,362,47,38,48,79.17,400,15200,80.1,DRV-0071,Sunny,Moderate,Delayed,18,0.0,2025,August,8,14,Thursday,Medium,High,High
TRP-00149,RT-004,Quetta to Multan,Sindh Rapid Transit,QTA-3711,Electric,Quetta,Multan,2025-01-27,Weekday,16:50,04:16,650,686,36,18,47,38.3,605,10890,37.1,DRV-0152,Sunny,Low,Delayed,16,4.0,2025,January,1,27,Monday,Medium,High,Low
TRP-00150,RT-017,Islamabad to Faisalabad,City Metro Bus,SGD-2975,Mini Bus,Islamabad,Faisalabad,2025-08-05,Weekday,08:35,15:50,386,435,49,17,31,54.84,385,6545,52.8,DRV-0035,Sunny,High,Delayed,8,15.0,2025,August,8,5,Tuesday,Low,High,Medium
TRP-00151,RT-051,Lahore to Islamabad,City Metro Bus,KHI-8210,Electric,Lahore,Islamabad,2025-06-29,Weekend,10:50,17:32,394,402,8,46,53,86.79,460,21160,24.6,DRV-0099,Cloudy,Moderate,Completed,10,17.0,2025,June,6,29,Sunday,Medium,Minor,Full
TRP-00152,RT-013,Lahore to Sialkot,Punjab Transit,QTA-2380,Standard,Lahore,Sialkot,2025-05-08,Weekday,21:45,01:14,158,209,51,29,44,65.91,185,5365,37.0,DRV-0049,Rainy,High,Completed,21,1.0,2025,May,5,8,Thursday,Low,High,High
TRP-00153,RT-001,Karachi to Faisalabad,Pak Urban Transport,LEA-4949,AC,Karachi,Faisalabad,2025-09-13,Weekend,06:40,23:53,946,1033,87,37,40,92.5,1090,40330,306.7,DRV-0019,Dust Storm,High,Delayed,6,23.0,2025,September,9,13,Saturday,High,Critical,Full
TRP-00154,RT-031,Lahore to Faisalabad,Pak Urban Transport,LEA-7520,Standard,Lahore,Faisalabad,2025-09-17,Weekday,13:50,16:59,160,189,29,20,48,41.67,200,4000,37.7,DRV-0022,Sunny,Moderate,Completed,13,16.0,2025,September,9,17,Wednesday,Low,Moderate,Medium
TRP-00155,RT-014,Multan to Faisalabad,Punjab Transit,PES-2083,AC,Multan,Faisalabad,2025-06-08,Weekend,17:55,22:25,256,270,14,34,47,72.34,300,10200,76.1,DRV-0171,Sunny,Low,Completed,17,22.0,2025,June,6,8,Sunday,Medium,Minor,High
TRP-00156,RT-059,Islamabad to Lahore,Punjab Transit,KHI-9133,Mini Bus,Islamabad,Lahore,2025-06-27,Weekday,20:40,03:20,392,400,8,21,29,72.41,495,10395,69.5,DRV-0031,Sunny,Low,Completed,20,3.0,2025,June,6,27,Friday,Medium,Minor,High
TRP-00157,RT-060,Multan to Karachi,Capital Bus Service,ISB-2262,AC,Multan,Karachi,2025-09-12,Weekday,18:40,10:15,904,935,31,38,55,69.09,980,37240,316.5,DRV-0030,Rainy,Low,Completed,18,10.0,2025,September,9,12,Friday,High,High,High
TRP-00158,RT-036,Faisalabad to Multan,City Metro Bus,PES-6963,Standard,Faisalabad,Multan,2025-07-16,Weekday,08:10,12:57,257,287,30,18,36,50.0,285,5130,62.2,DRV-0107,Cloudy,High,Completed,8,12.0,2025,July,7,16,Wednesday,Low,Moderate,Medium
TRP-00159,RT-036,Faisalabad to Multan,Sindh Rapid Transit,QTA-1862,Standard,Faisalabad,Multan,2025-04-02,Weekday,11:40,16:11,254,271,17,18,47,38.3,275,4950,55.8,DRV-0117,Sunny,Moderate,Completed,11,16.0,2025,April,4,2,Wednesday,Low,Moderate,Low
TRP-00160,RT-033,Multan to Lahore,Capital Bus Service,KHI-8600,Mini Bus,Multan,Lahore,2025-07-08,Weekday,22:35,04:38,340,363,23,10,28,35.71,455,4550,67.9,DRV-0139,Rainy,Moderate,Completed,22,4.0,2025,July,7,8,Tuesday,Low,Moderate,Low
TRP-00161,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-7164,Standard,Islamabad,Sialkot,2025-06-07,Weekend,07:15,12:54,317,339,22,25,42,59.52,330,8250,68.8,DRV-0134,Sunny,High,Completed,7,12.0,2025,June,6,7,Saturday,Low,Moderate,Medium
TRP-00162,RT-004,Quetta to Multan,Green Line Express,MUL-3187,Electric,Quetta,Multan,2025-11-23,Weekend,16:05,02:42,609,637,28,38,41,92.68,620,23560,31.6,DRV-0084,Sunny,High,Completed,16,2.0,2025,November,11,23,Sunday,Medium,Moderate,Full
TRP-00163,RT-030,Peshawar to Islamabad,Pak Urban Transport,SGD-2785,Standard,Peshawar,Islamabad,2025-03-21,Weekday,07:10,11:30,244,260,16,23,45,51.11,250,5750,53.7,DRV-0068,Sunny,Moderate,Completed,7,11.0,2025,March,3,21,Friday,Low,Moderate,Medium
TRP-00164,RT-059,Islamabad to Lahore,Capital Bus Service,QTA-1660,Mini Bus,Islamabad,Lahore,2025-04-21,Weekday,14:10,22:40,458,510,52,23,28,82.14,475,10925,71.9,DRV-0116,Dust Storm,Moderate,Delayed,14,22.0,2025,April,4,21,Monday,Medium,High,Full
TRP-00165,RT-025,Hyderabad to Rawalpindi,Green Line Express,KHI-2989,Mini Bus,Hyderabad,Rawalpindi,2025-01-07,Weekday,05:15,04:45,1380,1410,30,15,31,48.39,1515,22725,293.1,DRV-0020,Sunny,Moderate,Completed,5,4.0,2025,January,1,7,Tuesday,Medium,Moderate,Medium
TRP-00166,RT-031,Lahore to Faisalabad,National Express PK,LEA-6432,Mini Bus,Lahore,Faisalabad,2025-03-04,Weekday,05:35,09:22,192,227,35,15,34,44.12,210,3150,24.3,DRV-0055,Sunny,High,Completed,5,9.0,2025,March,3,4,Tuesday,Low,High,Medium
TRP-00167,RT-050,Faisalabad to Sialkot,Punjab Transit,MUL-5026,Standard,Faisalabad,Sialkot,2025-11-28,Weekday,13:35,18:21,280,286,6,34,50,68.0,290,9860,59.1,DRV-0135,Sunny,Low,Completed,13,18.0,2025,November,11,28,Friday,Low,Minor,High
TRP-00168,RT-014,Multan to Faisalabad,Blue Line Transit,ISB-8859,Mini Bus,Multan,Faisalabad,2025-10-06,Weekday,19:25,,259,0,0,0,33,0.0,285,0,0.0,DRV-0153,Sunny,Low,Cancelled,19,,2025,October,10,6,Monday,,On Time,
TRP-00169,RT-030,Peshawar to Islamabad,National Express PK,SGD-4813,AC,Peshawar,Islamabad,2025-03-23,Weekend,07:15,11:25,231,250,19,45,48,93.75,255,11475,64.5,DRV-0091,Cloudy,Moderate,Completed,7,11.0,2025,March,3,23,Sunday,Medium,Moderate,Full
TRP-00170,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-6878,Mini Bus,Islamabad,Sialkot,2025-10-30,Weekday,04:55,10:24,303,329,26,17,34,50.0,295,5015,41.0,DRV-0126,Cloudy,Moderate,Completed,4,10.0,2025,October,10,30,Thursday,Low,Moderate,Medium
TRP-00171,RT-016,Karachi to Hyderabad,Pak Urban Transport,PES-1011,Standard,Karachi,Hyderabad,2025-06-19,Weekday,10:10,14:36,224,266,42,28,40,70.0,220,6160,42.1,DRV-0037,Foggy,High,Completed,10,14.0,2025,June,6,19,Thursday,Low,High,High
TRP-00172,RT-039,Multan to Hyderabad,Sindh Rapid Transit,QTA-7481,Mini Bus,Multan,Hyderabad,2025-10-28,Weekday,07:25,22:54,871,929,58,12,27,44.44,900,10800,145.2,DRV-0144,Dust Storm,Moderate,Completed,7,22.0,2025,October,10,28,Tuesday,Medium,High,Medium
TRP-00173,RT-048,Sialkot to Multan,Punjab Transit,QTA-5825,AC,Sialkot,Multan,2025-03-07,Weekday,09:55,19:45,574,590,16,38,58,65.52,545,20710,136.1,DRV-0157,Sunny,High,Completed,9,19.0,2025,March,3,7,Friday,Medium,Moderate,High
TRP-00174,RT-038,Karachi to Lahore,National Express PK,QTA-2274,Standard,Karachi,Lahore,2025-05-02,Weekday,15:25,13:18,1269,1313,44,18,37,48.65,1335,24030,345.0,DRV-0064,Rainy,High,Completed,15,13.0,2025,May,5,2,Friday,Medium,High,Medium
TRP-00175,RT-036,Faisalabad to Multan,City Metro Bus,PES-7875,Standard,Faisalabad,Multan,2025-03-27,Weekday,17:35,22:13,260,278,18,31,46,67.39,280,8680,62.1,DRV-0176,Cloudy,Low,Completed,17,22.0,2025,March,3,27,Thursday,Low,Moderate,High
TRP-00176,RT-011,Rawalpindi to Peshawar,City Metro Bus,ISB-5278,Standard,Rawalpindi,Peshawar,2025-02-23,Weekend,06:25,10:29,242,244,2,34,47,72.34,240,8160,50.2,DRV-0124,Sunny,Low,Completed,6,10.0,2025,February,2,23,Sunday,Low,On Time,High
TRP-00177,RT-015,Islamabad to Peshawar,Blue Line Transit,LEA-6424,Standard,Islamabad,Peshawar,2025-04-16,Weekday,10:30,15:01,229,271,42,18,43,41.86,265,4770,47.2,DRV-0093,Cloudy,Low,Delayed,10,15.0,2025,April,4,16,Wednesday,Low,High,Medium
TRP-00178,RT-031,Lahore to Faisalabad,National Express PK,LEA-4390,Standard,Lahore,Faisalabad,2025-03-29,Weekend,13:05,16:07,170,182,12,30,38,78.95,195,5850,38.5,DRV-0095,Sunny,Moderate,Completed,13,16.0,2025,March,3,29,Saturday,Low,Minor,High
TRP-00179,RT-061,Multan to Islamabad,Capital Bus Service,ISB-4706,AC,Multan,Islamabad,2025-05-18,Weekend,22:00,10:08,710,728,18,22,43,51.16,685,15070,210.3,DRV-0100,Sunny,Low,Completed,22,10.0,2025,May,5,18,Sunday,Medium,Moderate,Medium
TRP-00180,RT-002,Hyderabad to Peshawar,National Express PK,KHI-8803,AC,Hyderabad,Peshawar,2025-06-03,Weekday,06:30,06:03,1380,1413,33,17,41,41.46,1800,30600,496.7,DRV-0115,Cloudy,High,Completed,6,6.0,2025,June,6,3,Tuesday,High,High,Medium
TRP-00181,RT-008,Rawalpindi to Islamabad,Pak Urban Transport,PES-2283,Standard,Rawalpindi,Islamabad,2025-12-16,Weekday,17:15,18:17,51,62,11,27,43,62.79,80,2160,4.5,DRV-0142,Sunny,Moderate,Completed,17,18.0,2025,December,12,16,Tuesday,Low,Minor,High
TRP-00182,RT-015,Islamabad to Peshawar,City Metro Bus,MUL-9561,Mini Bus,Islamabad,Peshawar,2025-08-03,Weekend,07:30,12:10,265,280,15,31,34,91.18,240,7440,34.8,DRV-0138,Cloudy,Moderate,Completed,7,12.0,2025,August,8,3,Sunday,Low,Minor,Full
